food_id,food_item,calories,carbs,protein,fat,glycemic_index,meal_type,culture,estimated_weight_g
f1592,Millet with egg and onion,602.1510516,95.7,42.4,27.78,46,Snack,Sri Lankan,463
f1593,Quinoa with lean beef and cucumber,620.6500956,63.12,36.6,30.06,51,Lunch,Sri Lankan,477
f1594,Bread with tofu and cucumber,941.1567876,66.6,11.5,84.36,59,Dinner,Sri Lankan,724
f1595,Kurakkan with mung beans and onion,431.7877629,86.4,9.5,21.96,48,Dinner,Sri Lankan,332
f1596,Barley with egg and cucumber,516.9694073,51.3,61.6,26.4,48,Lunch,Sri Lankan,397
f1597,Kurakkan with grilled fish and beans,930.4015296,67.7,40.4,75,51,Dinner,Sri Lankan,715
f1598,Kurakkan with egg and beans,417.1606118,59.1,30.7,22.2,53,Snack,Sri Lankan,321
f1599,Bread with skinless chicken and onion,548.9483747,68.3,58.1,25.56,46,Breakfast,Sri Lankan,422
f1600,Quinoa with lean beef and carrot,598.2791587,43.02,76.9,25.86,41,Dinner,Sri Lankan,460
f1601,Quinoa with lean beef and beans,875.0478012,22.02,47.9,73.68,39,Lunch,Sri Lankan,673
f1602,Barley with lentils and cabbage,997.6577436,61.62,24,76.68,49,Snack,Sri Lankan,767
f1603,Kurakkan with mung beans and carrot,350.1434034,12.1,27.6,20.2,54,Snack,Sri Lankan,269
f1604,Barley with tofu and carrot,934.5602292,46.62,18.6,78.72,49,Snack,Sri Lankan,718
f1605,Quinoa with mung beans and onion,446.4627151,47.94,9.9,8.1,51,Snack,Sri Lankan,343
f1606,Barley with skinless chicken and onion,634.8470364,59.88,85.6,19.86,36,Breakfast,Sri Lankan,488
f1607,Kurakkan with lentils and onion,452.2944551,63.8,33,23.4,51,Lunch,Sri Lankan,348
f1608,Millet with lentils and onion,772.9445508,59.5,20,64.32,45,Dinner,Sri Lankan,594
f1609,Barley with beef and cabbage,462.332696,52.2,67.4,13.1,49,Snack,Sri Lankan,355
f1610,Bread with fish and onion,394.2160612,48.6,62.4,22.3,50,Snack,Sri Lankan,303
f1611,Barley with lean beef and beans,550.3824092,58.86,27.9,26.76,42,Snack,Sri Lankan,423
f1612,Millet with fish and cucumber,625.8126198,147.1,41.7,28.8,45,Snack,Sri Lankan,481
f1613,Millet with egg and cabbage,562.1414914,125.5,41.3,25.7,55,Lunch,Sri Lankan,432
f1614,Barley with egg and cucumber,535.6118547,67.08,41.5,26.3,49,Lunch,Sri Lankan,412
f1615,Quinoa with mung beans and cucumber,394.6462715,58.32,11.8,24.1,58,Snack,Sri Lankan,303
f1616,Kurakkan with skinless chicken and cucumber,676.003824,38.5,28.3,57.54,50,Dinner,Sri Lankan,520
f1617,Barley with tofu and beans,832.743786,54.66,32.1,58.92,46,Breakfast,Sri Lankan,640
f1618,Millet with egg and tomato,684.4646274,110.8,73.3,24.72,54,Breakfast,Sri Lankan,526
f1619,Quinoa with egg and carrot,451.1472275,35.64,47.6,20.82,42,Dinner,Sri Lankan,346
f1620,Kurakkan with tofu and beans,496.8929254,8.6,10.5,50.58,54,Snack,Sri Lankan,382
f1621,Quinoa with lean beef and cucumber,863.1453156,38.1,47.5,66.36,37,Snack,Sri Lankan,664
f1622,Bread with lean beef and cabbage,897.131931,130.2,54.5,49.32,55,Snack,Sri Lankan,690
f1623,Quinoa with lentils and cabbage,878.7762906,37.56,16.9,75.36,45,Breakfast,Sri Lankan,676
f1624,Barley with tofu and cucumber,669.120459,24.54,28,55.44,58,Snack,Sri Lankan,514
f1625,Kurakkan with beef and tomato,562.6195029,83.3,22.5,13.6,51,Lunch,Sri Lankan,433
f1626,Quinoa with lentils and cucumber,463.3365201,79.62,23.8,13.5,54,Lunch,Sri Lankan,356
f1627,Quinoa with chicken and cabbage,406.5487572,31.5,48.2,28.5,40,Breakfast,Sri Lankan,312
f1628,Quinoa with lean beef and cucumber,876.1950288,31.44,39.1,72.78,43,Snack,Sri Lankan,673
f1629,Barley with lentils and tomato,993.499044,62.28,27.7,75.12,38,Dinner,Sri Lankan,764
f1630,Barley with chicken and cabbage,415.1529637,42.66,30.3,29.6,59,Snack,Sri Lankan,319
f1631,Bread with lean beef and tomato,971.128107,85.6,59.1,68.7,48,Dinner,Sri Lankan,747
f1632,Millet with skinless chicken and cabbage,662.9541108,52.6,32.6,50.58,45,Dinner,Sri Lankan,510
f1633,Millet with mung beans and cabbage,379.7801147,34.5,20,17,47,Breakfast,Sri Lankan,292
f1634,Kurakkan with lentils and cucumber,280.3537285,31.5,10.2,11,60,Dinner,Sri Lankan,216
f1635,Kurakkan with lentils and cucumber,622.9445508,28.9,21.3,55.74,47,Lunch,Sri Lankan,479
f1636,Kurakkan with fish and cucumber,304.4933078,37.6,22.2,5.3,45,Lunch,Sri Lankan,234
f1637,Bread with egg and beans,719.5984704,128.6,48.6,32.1,53,Snack,Sri Lankan,553
f1638,Millet with tofu and cucumber,815.1051624,25.7,51.3,69.84,48,Snack,Sri Lankan,627
f1639,Bread with skinless chicken and tomato,799.1873802,56.4,40.2,62.46,52,Lunch,Sri Lankan,615
f1640,Barley with mung beans and beans,761.9024856,63.48,15,51.18,45,Breakfast,Sri Lankan,586
f1641,Millet with lean beef and carrot,770.9369022,151.4,52.2,29.58,55,Snack,Sri Lankan,592
f1642,Bread with lentils and cabbage,557.8393882,120,53.3,22.9,45,Snack,Sri Lankan,429
f1643,Millet with grilled fish and cabbage,492.3040153,37.8,64.8,26.28,58,Lunch,Sri Lankan,378
f1644,Barley with lentils and cabbage,505.210325,64.98,25.4,19.32,44,Breakfast,Sri Lankan,388
f1645,Millet with lentils and onion,935.7074568,102.6,23.1,70.08,57,Lunch,Sri Lankan,720
f1646,Bread with lentils and cabbage,771.9407268,47.6,28.5,64.86,59,Dinner,Sri Lankan,594
f1647,Bread with grilled fish and beans,1014.005736,111,36.4,73.38,51,Dinner,Sri Lankan,780
f1648,Quinoa with mung beans and onion,898.7093688,46.38,26.8,72.48,50,Lunch,Sri Lankan,691
f1649,Quinoa with egg and cucumber,475.8126195,49.98,35.9,19.74,47,Breakfast,Sri Lankan,366
f1650,Kurakkan with tofu and tomato,595.8413002,112.1,31.7,27.24,46,Dinner,Sri Lankan,458
f1651,Barley with lean beef and tomato,446.7017209,25.56,66.4,19.68,54,Breakfast,Sri Lankan,343
f1652,Millet with skinless chicken and onion,697.0841298,56.9,29.9,54.3,51,Lunch,Sri Lankan,536
f1653,Kurakkan with grilled fish and tomato,1165.00956,37,9.6,118.62,54,Lunch,Sri Lankan,896
f1654,Millet with egg and tomato,646.1759082,87.2,60.4,30.72,46,Lunch,Sri Lankan,496
f1655,Bread with mung beans and tomato,535.1816444,87.9,37.7,25.68,53,Lunch,Sri Lankan,411
f1656,Quinoa with mung beans and beans,458.7476099,56.28,49,17.9,41,Snack,Sri Lankan,352
f1657,Bread with lean beef and onion,656.3575524,52.2,65.7,40.02,53,Snack,Sri Lankan,504
f1658,Quinoa with grilled fish and cucumber,875.621415,69.96,30.2,57.96,40,Dinner,Sri Lankan,673
f1659,Quinoa with chicken and cucumber,556.8833652,17.1,55.9,23.5,50,Breakfast,Sri Lankan,428
f1660,Millet with beef and beans,479.2543021,113.9,39.2,17.6,48,Dinner,Sri Lankan,368
f1661,Kurakkan with grilled fish and cucumber,710.8508604,47.1,24.6,60.06,55,Breakfast,Sri Lankan,546
f1662,Quinoa with tofu and onion,392.208413,51.6,28.6,19.7,58,Dinner,Sri Lankan,301
f1663,Quinoa with lean beef and tomato,801.4818354,63.24,42.8,49.38,40,Lunch,Sri Lankan,616
f1664,Barley with skinless chicken and carrot,538.4799235,53.46,52.2,20.52,37,Snack,Sri Lankan,414
f1665,Barley with tofu and tomato,1004.971319,75.18,31.1,68.88,55,Lunch,Sri Lankan,772
f1666,Millet with mung beans and onion,605.3059272,119.5,46,21.66,57,Dinner,Sri Lankan,465
f1667,Kurakkan with chicken and carrot,437.3804971,56,18.6,13.9,50,Breakfast,Sri Lankan,336
f1668,Quinoa with skinless chicken and tomato,555.83174,15.78,15.3,50.94,35,Snack,Sri Lankan,427
f1669,Bread with egg and carrot,481.5487572,63.7,51.8,21.06,47,Snack,Sri Lankan,370
f1670,Quinoa with beef and onion,439.8183556,39.96,67.7,20.1,35,Lunch,Sri Lankan,338
f1671,Millet with lentils and tomato,1233.986615,123.3,27.6,95.76,56,Dinner,Sri Lankan,949
f1672,Millet with lean beef and onion,683.0305926,138.2,35.9,27.36,48,Lunch,Sri Lankan,525
f1673,Quinoa with mung beans and cabbage,569.16826,57.54,30.1,28.56,44,Breakfast,Sri Lankan,438
f1674,Barley with lentils and beans,454.875717,67.74,22.7,22.3,42,Snack,Sri Lankan,349
f1675,Barley with tofu and onion,813.240918,57.78,53.8,49.38,55,Lunch,Sri Lankan,625
f1676,Barley with lentils and carrot,830.0191206,65.04,75.2,39.24,36,Dinner,Sri Lankan,638
f1677,Kurakkan with grilled fish and cabbage,790.7265774,25.8,29.2,73.74,58,Lunch,Sri Lankan,608
f1678,Quinoa with lentils and beans,892.8298278,53.04,22.3,69.66,40,Lunch,Sri Lankan,687
f1679,Quinoa with tofu and beans,363.3843212,53.1,21.9,16.6,46,Dinner,Sri Lankan,279
f1680,Barley with tofu and tomato,481.5487572,42.12,63.8,26.8,57,Breakfast,Sri Lankan,370
f1681,Barley with lean beef and onion,677.5812618,45.48,75.4,34.62,53,Dinner,Sri Lankan,521
f1682,Barley with grilled fish and onion,950.0478012,67.98,26.3,66.96,56,Snack,Sri Lankan,730
f1683,Millet with tofu and cabbage,625.0956024,138.6,40.1,20.94,51,Dinner,Sri Lankan,480
f1684,Barley with mung beans and onion,722.4665394,41.46,21.5,56.52,37,Snack,Sri Lankan,555
f1685,Kurakkan with chicken and carrot,510.5162524,17.4,44.6,27.6,55,Snack,Sri Lankan,393
f1686,Kurakkan with lean beef and cabbage,448.709369,29.6,76.5,20.58,49,Dinner,Sri Lankan,345
f1687,Bread with grilled fish and tomato,681.0229446,47,27.3,56.22,49,Breakfast,Sri Lankan,523
f1688,Kurakkan with lean beef and beans,852.3900576,8.3,49.7,80.16,52,Dinner,Sri Lankan,655
f1689,Barley with tofu and cabbage,461.7590822,22.62,21.3,23.3,57,Snack,Sri Lankan,355
f1690,Millet with grilled fish and tomato,437.0936902,82.2,27.1,18.84,48,Breakfast,Sri Lankan,336
f1691,Bread with mung beans and onion,342.7342256,57.1,14.8,3.5,57,Snack,Sri Lankan,264
f1692,Bread with lean beef and cabbage,691.491396,91.3,60.9,35.82,54,Breakfast,Sri Lankan,532
f1693,Kurakkan with egg and onion,465.6309751,76.1,29.2,23.4,46,Dinner,Sri Lankan,358
f1694,Bread with chicken and onion,429.9235181,102,20.9,22.1,47,Breakfast,Sri Lankan,330
f1695,Barley with lentils and carrot,948.1835562,77.22,22.3,63.06,42,Snack,Sri Lankan,729
f1696,Bread with tofu and beans,536.1854684,94.7,29,26.22,53,Snack,Sri Lankan,412
f1697,Quinoa with skinless chicken and onion,761.1854682,35.34,35.1,59.52,51,Dinner,Sri Lankan,585
f1698,Barley with egg and cabbage,402.9636711,28.14,56,27,48,Lunch,Sri Lankan,310
f1699,Barley with mung beans and cucumber,580.5449331,42.54,45.4,11.3,41,Snack,Sri Lankan,447
f1700,Quinoa with egg and beans,399.1395793,28.56,17.6,13.8,58,Snack,Sri Lankan,307
f1701,Kurakkan with tofu and onion,373.3269598,5.2,55.9,13.3,52,Snack,Sri Lankan,287
f1702,Millet with egg and tomato,835.1816442,75.9,24.9,66.06,59,Dinner,Sri Lankan,642
f1703,Bread with lentils and cucumber,657.7915872,141.8,47.5,20.16,48,Snack,Sri Lankan,505
f1704,Bread with tofu and cabbage,763.0497132,39.6,25.3,67.32,54,Lunch,Sri Lankan,586
f1705,Kurakkan with lentils and onion,377.2944551,77.8,24.4,21.8,49,Lunch,Sri Lankan,290
f1706,Quinoa with grilled fish and cabbage,796.6061184,56.64,24.1,56.22,59,Snack,Sri Lankan,612
f1707,Bread with lean beef and cucumber,687.0458892,62.6,41.6,48.42,49,Lunch,Sri Lankan,528
f1708,Barley with egg and tomato,718.73805,93.66,42.7,25.98,56,Dinner,Sri Lankan,552
f1709,Millet with mung beans and beans,393.8814532,74.3,9.3,4.8,47,Breakfast,Sri Lankan,303
f1710,Kurakkan with beef and tomato,484.1300191,109.4,28.6,27.5,47,Breakfast,Sri Lankan,372
f1711,Bread with skinless chicken and tomato,1011.567878,63.6,55,81.12,55,Lunch,Sri Lankan,778
f1712,Millet with tofu and cabbage,473.2313576,45.5,21.1,20.7,48,Dinner,Sri Lankan,364
f1713,Barley with lean beef and beans,999.8087952,65.58,23.9,75.78,58,Breakfast,Sri Lankan,769
f1714,Kurakkan with mung beans and beans,368.7858509,26.6,17.6,20.5,52,Lunch,Sri Lankan,284
f1715,Barley with beef and cucumber,517.6864245,62.58,40.9,27,50,Lunch,Sri Lankan,398
f1716,Bread with egg and onion,984.751434,16.1,53,91.92,46,Lunch,Sri Lankan,757
f1717,Bread with skinless chicken and cabbage,502.0554493,89.9,38.4,19.26,46,Dinner,Sri Lankan,386
f1718,Kurakkan with tofu and carrot,691.7782026,15.9,17,68.22,59,Dinner,Sri Lankan,532
f1719,Kurakkan with skinless chicken and carrot,758.6042064,24.9,28.3,70.5,45,Dinner,Sri Lankan,583
f1720,Quinoa with tofu and cucumber,504.206501,78.06,41.6,15.4,58,Snack,Sri Lankan,387
f1721,Quinoa with skinless chicken and tomato,847.8011472,29.52,37.5,71.22,36,Lunch,Sri Lankan,652
f1722,Kurakkan with beef and onion,533.9388145,52.9,28.4,21.8,48,Breakfast,Sri Lankan,411
f1723,Barley with beef and carrot,518.2600382,85.5,23.2,18.1,47,Snack,Sri Lankan,398
f1724,Bread with tofu and tomato,436.9502868,104.9,19,23.7,58,Lunch,Sri Lankan,336
f1725,Bread with lean beef and tomato,701.386233,94,82,29.82,47,Lunch,Sri Lankan,539
f1726,Quinoa with egg and onion,683.1739962,40.44,21.5,52.14,60,Snack,Sri Lankan,525
f1727,Quinoa with tofu and onion,1012.571702,70.68,35.2,70.74,43,Lunch,Sri Lankan,778
f1728,Barley with lentils and beans,950.9082216,53.16,35.4,69.66,53,Lunch,Sri Lankan,731
f1729,Millet with tofu and tomato,472.5143403,49.2,24,17.9,50,Breakfast,Sri Lankan,363
f1730,Barley with mung beans and beans,605.7361374,48.72,58.4,26.88,39,Breakfast,Sri Lankan,466
f1731,Quinoa with grilled fish and cabbage,774.0917784,35.82,55,55.32,35,Lunch,Sri Lankan,595
f1732,Bread with skinless chicken and onion,585.8030593,72.3,49.4,31.5,54,Breakfast,Sri Lankan,450
f1733,Barley with mung beans and carrot,744.9808794,75.66,12.9,44.88,52,Snack,Sri Lankan,573
f1734,Kurakkan with chicken and beans,268.1644359,16.2,18.2,14,58,Dinner,Sri Lankan,206
f1735,Barley with skinless chicken and onion,934.8470364,54.96,42.7,66.72,50,Snack,Sri Lankan,719
f1736,Barley with fish and beans,586.5200765,70.56,61.2,27.6,57,Snack,Sri Lankan,451
f1737,Millet with lentils and cucumber,641.7304014,164.3,38.2,26.3,59,Snack,Sri Lankan,493
f1738,Bread with tofu and cabbage,684.4646274,152.2,31.1,24.12,54,Breakfast,Sri Lankan,526
f1739,Bread with lean beef and cabbage,842.2084128,51.7,56.4,64.68,45,Lunch,Sri Lankan,648
f1740,Millet with lentils and cucumber,538.2409178,74.4,22.1,14.6,54,Snack,Sri Lankan,414
f1741,Kurakkan with mung beans and onion,665.6787762,17.4,31.7,60.6,57,Dinner,Sri Lankan,511
f1742,Bread with lentils and tomato,1056.022945,60.1,69.8,82.2,53,Dinner,Sri Lankan,812
f1743,Bread with lentils and cucumber,366.8260038,75,28.2,19.2,57,Lunch,Sri Lankan,282
f1744,Millet with mung beans and cucumber,503.585086,30.5,33.2,26.7,50,Breakfast,Sri Lankan,387
f1745,Bread with lentils and cabbage,360.5162524,54.9,46,19.7,52,Lunch,Sri Lankan,277
f1746,Millet with egg and cucumber,1012.141492,65.8,47.3,81.54,50,Lunch,Sri Lankan,778
f1747,Bread with grilled fish and cucumber,644.885277,113.6,44.8,27.12,49,Snack,Sri Lankan,496
f1748,Millet with tofu and onion,706.118547,97.4,68.8,32.1,46,Snack,Sri Lankan,543
f1749,Quinoa with grilled fish and beans,714.1491396,97.14,56.7,20.58,54,Lunch,Sri Lankan,549
f1750,Barley with beef and cucumber,488.0019121,53.76,61.7,21.1,54,Lunch,Sri Lankan,375
f1751,Kurakkan with tofu and beans,386.2332696,24.4,23.3,18.7,49,Snack,Sri Lankan,297
f1752,Barley with skinless chicken and beans,446.2715105,31.92,54.9,19.98,54,Lunch,Sri Lankan,343
f1753,Bread with mung beans and beans,399.3785851,59.7,55,19.1,50,Dinner,Sri Lankan,307
f1754,Bread with skinless chicken and beans,722.8967496,53.9,36.7,56.28,48,Lunch,Sri Lankan,556
f1755,Bread with skinless chicken and carrot,525.4302103,55,46.3,30.18,52,Lunch,Sri Lankan,404
f1756,Barley with tofu and tomato,725.0478012,94.68,46.3,23.94,56,Breakfast,Sri Lankan,558
f1757,Millet with lentils and cabbage,394.789675,66.3,31.5,27.5,49,Snack,Sri Lankan,303
f1758,Millet with lentils and cabbage,543.7380497,53.3,26,22,53,Breakfast,Sri Lankan,418
f1759,Kurakkan with lentils and carrot,590.1051625,69.4,22.3,22.5,49,Dinner,Sri Lankan,454
f1760,Millet with lentils and beans,756.3097512,89.6,20.2,53.7,50,Lunch,Sri Lankan,582
f1761,Millet with lentils and beans,912.7629066,99.9,22,68.22,50,Dinner,Sri Lankan,702
f1762,Quinoa with skinless chicken and tomato,486.4244742,41.94,25.2,27.96,55,Lunch,Sri Lankan,374
f1763,Kurakkan with grilled fish and beans,587.5239006,27,14.2,53.64,55,Snack,Sri Lankan,451
f1764,Kurakkan with lentils and carrot,567.8776291,39.8,46.1,23.2,55,Dinner,Sri Lankan,437
f1765,Kurakkan with beef and cabbage,334.1300191,14.3,28.1,17.5,51,Lunch,Sri Lankan,257
f1766,Barley with lean beef and onion,777.9636714,95.4,53.2,29.82,56,Breakfast,Sri Lankan,598
f1767,Bread with lean beef and beans,490.8699809,62.6,65.8,19.32,51,Snack,Sri Lankan,377
f1768,Bread with grilled fish and carrot,472.3709369,81,39.4,19.08,49,Snack,Sri Lankan,363
f1769,Millet with tofu and tomato,566.9216061,50.1,34.8,21.4,48,Dinner,Sri Lankan,436
f1770,Quinoa with lean beef and tomato,898.135755,37.62,37.8,73.26,41,Dinner,Sri Lankan,690
f1771,Quinoa with chicken and tomato,486.5678776,83.7,24.4,15.2,58,Lunch,Sri Lankan,374
f1772,Quinoa with fish and tomato,400.8126195,53.46,30.1,17.2,55,Snack,Sri Lankan,308
f1773,Quinoa with fish and tomato,526.0038241,78.96,55.8,11.7,41,Breakfast,Sri Lankan,404
f1774,Quinoa with lentils and tomato,1153.107074,97.86,42,72.84,40,Breakfast,Sri Lankan,886
f1775,Quinoa with skinless chicken and onion,663.384321,78.06,48.3,24.24,46,Lunch,Sri Lankan,510
f1776,Kurakkan with skinless chicken and beans,507.3613767,16.1,14.2,48.66,49,Dinner,Sri Lankan,390
f1777,Millet with grilled fish and onion,537.1892926,87.5,50.8,21,47,Lunch,Sri Lankan,413
f1778,Kurakkan with tofu and carrot,413.1453155,12.5,10.8,39.3,47,Lunch,Sri Lankan,318
f1779,Millet with egg and beans,386.6156788,65.9,34.9,25.7,49,Breakfast,Sri Lankan,297
f1780,Bread with lentils and tomato,533.460803,80.9,38.3,25.98,51,Dinner,Sri Lankan,410
f1781,Millet with chicken and cabbage,382.8871893,46.9,59.1,22.4,57,Breakfast,Sri Lankan,294
f1782,Barley with egg and onion,912.9063096,36.24,22.9,79.44,55,Snack,Sri Lankan,702
f1783,Barley with lean beef and tomato,1050,65.16,47.4,74.28,35,Lunch,Sri Lankan,807
f1784,Millet with tofu and cucumber,834.0344166,75.4,34.7,60.78,53,Breakfast,Sri Lankan,641
f1785,Quinoa with grilled fish and tomato,681.739962,49.74,36.7,43.38,58,Dinner,Sri Lankan,524
f1786,Kurakkan with lean beef and beans,719.3116632,8.8,48.4,65.4,51,Dinner,Sri Lankan,553
f1787,Quinoa with mung beans and cabbage,411.5678776,25.86,12.4,19.9,42,Snack,Sri Lankan,317
f1788,Quinoa with mung beans and beans,365.3919694,39.12,31.8,24.3,50,Dinner,Sri Lankan,280
f1789,Barley with mung beans and onion,877.4856594,78.18,24.6,55.38,35,Breakfast,Sri Lankan,675
f1790,Quinoa with mung beans and beans,411.8546845,53.7,51.4,13.2,40,Snack,Sri Lankan,316
f1791,Kurakkan with mung beans and cabbage,328.1548757,27.6,20.2,13.7,45,Lunch,Sri Lankan,252
f1792,Barley with tofu and onion,563.2887189,58.32,43,22.62,45,Snack,Sri Lankan,433
f1793,Kurakkan with mung beans and cucumber,462.4760994,7.3,5.8,48.48,56,Snack,Sri Lankan,355
f1794,Quinoa with skinless chicken and carrot,521.2715105,28.62,63.5,27.06,37,Breakfast,Sri Lankan,400
f1795,Kurakkan with egg and carrot,436.8068834,39.2,30.6,28.74,53,Snack,Sri Lankan,336
f1796,Quinoa with skinless chicken and onion,954.3499044,69.9,45.5,62.64,52,Lunch,Sri Lankan,734
f1797,Kurakkan with egg and beans,622.6577436,50.6,23,48,53,Dinner,Sri Lankan,478
f1798,Quinoa with mung beans and beans,385.7552581,46.56,21.2,23.2,48,Lunch,Sri Lankan,297
f1799,Kurakkan with egg and cucumber,379.1586998,59.3,41.5,23.5,49,Snack,Sri Lankan,291
f1800,Barley with lentils and cucumber,509.5124283,84.42,28,16.5,56,Dinner,Sri Lankan,391
f1801,Kurakkan with tofu and cucumber,375.8604206,32.5,43.3,20.7,50,Breakfast,Sri Lankan,289
f1802,Barley with mung beans and cabbage,567.1606118,31.74,17.7,43.38,44,Dinner,Sri Lankan,436
f1803,Kurakkan with lean beef and beans,551.5296367,8.3,39.8,48.9,50,Lunch,Sri Lankan,424
f1804,Millet with lentils and tomato,745.6978968,72.7,21,57.36,51,Snack,Sri Lankan,573
f1805,Quinoa with tofu and beans,546.1281071,22.68,53.4,19.3,49,Breakfast,Sri Lankan,420
f1806,Kurakkan with lean beef and cucumber,793.3078392,57.5,46.1,61.02,53,Dinner,Sri Lankan,610
f1807,Kurakkan with beef and carrot,459.4646272,93.6,35.9,27.1,58,Dinner,Sri Lankan,353
f1808,Millet with grilled fish and cucumber,632.2657746,134.3,31.4,24.12,45,Breakfast,Sri Lankan,486
f1809,Barley with mung beans and cabbage,680.0191206,76.08,37.1,30.54,48,Breakfast,Sri Lankan,523
f1810,Millet with chicken and tomato,425.9082218,95.2,27.3,21.6,49,Lunch,Sri Lankan,327
f1811,Quinoa with lean beef and onion,632.122371,83.28,47.9,19.14,40,Dinner,Sri Lankan,486
f1812,Quinoa with grilled fish and onion,473.2313576,27.66,71,20.46,39,Snack,Sri Lankan,364
f1813,Kurakkan with tofu and cabbage,254.0630975,24.1,13.3,9.7,50,Lunch,Sri Lankan,195
f1814,Kurakkan with beef and onion,560.2294455,66.4,23.1,21,52,Snack,Sri Lankan,431
f1815,Kurakkan with chicken and carrot,384.7992352,29.1,36.7,10.3,59,Dinner,Sri Lankan,296
f1816,Quinoa with chicken and cabbage,511.2332696,82.98,20.1,22.2,50,Snack,Sri Lankan,393
f1817,Millet with lean beef and cucumber,724.617591,171.9,53.4,18.48,47,Breakfast,Sri Lankan,557
f1818,Barley with mung beans and cucumber,511.0898662,64.26,38.9,26.3,44,Dinner,Sri Lankan,393
f1819,Barley with chicken and cabbage,522.9923518,59.52,41.9,28.7,42,Lunch,Sri Lankan,402
f1820,Bread with lentils and carrot,447.7055449,113.1,26.4,16.9,45,Dinner,Sri Lankan,344
f1821,Barley with grilled fish and tomato,675,37.02,18,54,53,Breakfast,Sri Lankan,519
f1822,Bread with lentils and cucumber,775.9560228,91.2,27.1,53.88,51,Snack,Sri Lankan,597
f1823,Barley with chicken and onion,506.2141491,14.16,38.1,27.2,56,Snack,Sri Lankan,389
f1824,Millet with tofu and carrot,391.0611854,91.8,21.2,18.3,58,Dinner,Sri Lankan,300
f1825,Kurakkan with egg and tomato,707.8393884,56.8,22.4,57.66,60,Lunch,Sri Lankan,544
f1826,Bread with lentils and carrot,668.116635,176.2,27.6,29.8,55,Dinner,Sri Lankan,514
f1827,Kurakkan with tofu and carrot,536.3288719,98.6,26,26.16,53,Dinner,Sri Lankan,412
f1828,Bread with grilled fish and cucumber,528.2982791,88.1,50.1,21.9,52,Dinner,Sri Lankan,406
f1829,Bread with lean beef and onion,1111.376673,97.3,48.9,83.82,55,Breakfast,Sri Lankan,855
f1830,Bread with grilled fish and cucumber,734.2256214,31.4,23.7,67.08,52,Dinner,Sri Lankan,564
f1831,Quinoa with mung beans and onion,419.0248566,51.54,28.7,24.8,42,Lunch,Sri Lankan,322
f1832,Barley with mung beans and onion,538.7667304,50.7,46.4,23.34,55,Snack,Sri Lankan,414
f1833,Barley with egg and cabbage,568.164436,69.42,37.7,18.78,53,Snack,Sri Lankan,436
f1834,Barley with lean beef and beans,606.1663482,59.52,63.2,22.2,43,Dinner,Sri Lankan,466
f1835,Quinoa with beef and carrot,364.6749522,50.28,19.3,18.7,48,Snack,Sri Lankan,280
f1836,Quinoa with lean beef and onion,738.9579348,61.14,33.9,45.12,60,Lunch,Sri Lankan,568
f1837,Bread with grilled fish and beans,433.5086042,62.6,41.7,19.44,57,Lunch,Sri Lankan,333
f1838,Bread with grilled fish and cucumber,771.6539196,65.6,40.7,57.24,55,Snack,Sri Lankan,593
f1839,Bread with beef and beans,387.6195029,54.4,49.9,22.6,47,Breakfast,Sri Lankan,298
f1840,Kurakkan with grilled fish and cucumber,764.1969408,61.6,14.7,64.86,54,Dinner,Sri Lankan,588
f1841,Millet with lentils and onion,492.8776291,134.1,26.4,16.9,54,Breakfast,Sri Lankan,379
f1842,Quinoa with lean beef and tomato,965.248566,52.92,51.4,68.82,55,Dinner,Sri Lankan,742
f1843,Barley with egg and onion,684.1778202,94.98,22.8,24.72,54,Dinner,Sri Lankan,526
f1844,Quinoa with lean beef and onion,609.1778202,54.66,54.9,28.14,42,Dinner,Sri Lankan,468
f1845,Millet with tofu and beans,815.1051624,99.8,14,61.62,60,Breakfast,Sri Lankan,627
f1846,Kurakkan with chicken and carrot,498.8049713,26.8,54.1,17.2,57,Snack,Sri Lankan,384
f1847,Bread with lean beef and onion,656.6443596,94.3,72.7,24.96,59,Lunch,Sri Lankan,505
f1848,Kurakkan with beef and cabbage,450.5258126,36.7,29.2,16.3,58,Lunch,Sri Lankan,347
f1849,Bread with egg and cabbage,773.2313574,65.3,32.3,59.82,55,Snack,Sri Lankan,594
f1850,Barley with lean beef and cucumber,785.7074568,76.62,54.2,37.86,38,Dinner,Sri Lankan,604
f1851,Kurakkan with mung beans and carrot,606.1663482,46.2,5.2,53.58,45,Dinner,Sri Lankan,466
f1852,Bread with mung beans and tomato,554.1108986,114.8,29,22.62,49,Dinner,Sri Lankan,426
f1853,Barley with egg and tomato,704.3977056,57,76.6,31.38,46,Lunch,Sri Lankan,541
f1854,Bread with egg and onion,690.3441684,37.9,78.6,45,58,Breakfast,Sri Lankan,531
f1855,Millet with skinless chicken and cabbage,722.0363286,41.3,20.6,64.2,56,Breakfast,Sri Lankan,555
f1856,Quinoa with grilled fish and tomato,1020.602294,70.68,46.1,69.54,49,Breakfast,Sri Lankan,784
f1857,Barley with lentils and tomato,1034.512428,87.36,30.3,67.56,50,Lunch,Sri Lankan,795
f1858,Millet with tofu and cabbage,463.4321224,39.3,28.8,19.6,48,Snack,Sri Lankan,356
f1859,Barley with mung beans and onion,703.250478,76.98,49.1,30.12,48,Lunch,Sri Lankan,541
